algorithm,config,recall,robustness_0.1,robustness_0.3,robustness_0.5,robustness_0.7,robustness_0.9,qps
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_20_T_16,0.903424,0.951576,0.938682,0.927937,0.909026,0.853868,17455.40
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_20_T_64,0.903424,0.951576,0.938682,0.927937,0.909026,0.853868,9285.21
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_25_T_16,0.920115,0.963181,0.951719,0.942407,0.925358,0.875072,15405.84
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_25_T_64,0.920115,0.963181,0.951719,0.942407,0.925358,0.875072,7948.26
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_40_T_16,0.947421,0.979799,0.972350,0.965043,0.952722,0.914470,11667.50
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_40_T_64,0.947421,0.979799,0.972350,0.965043,0.952722,0.914470,6880.16
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_50_T_16,0.955587,0.984384,0.977937,0.971347,0.960458,0.925931,10023.76
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_50_T_64,0.955587,0.984384,0.977937,0.971347,0.960458,0.925931,5920.51
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_60_T_16,0.960831,0.986963,0.981519,0.976074,0.965043,0.933381,8528.62
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_60_T_64,0.960831,0.986963,0.981519,0.976074,0.965043,0.933381,5183.98
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_85_T_16,0.969957,0.991117,0.987106,0.982665,0.973639,0.947421,6010.60
DiskANN,ip_L_500_R_32_buildthreads_64_Ls_85_T_64,0.969957,0.991117,0.987106,0.982665,0.973639,0.947421,4148.81
IVFFlat,ip_n_list_4000_n_probe_10,0.770029,0.963897,0.894413,0.821347,0.730946,0.588109,546.18
IVFFlat,ip_n_list_4000_n_probe_100,0.928095,0.996848,0.986390,0.966332,0.929513,0.845272,73.50
IVFFlat,ip_n_list_4000_n_probe_150,0.945086,0.998281,0.991117,0.977221,0.951719,0.878080,49.70
IVFFlat,ip_n_list_4000_n_probe_20,0.831461,0.981948,0.935673,0.884527,0.807593,0.674355,296.25
IVFFlat,ip_n_list_4000_n_probe_200,0.955358,0.999140,0.994413,0.984814,0.962464,0.899427,37.40
IVFFlat,ip_n_list_4000_n_probe_30,0.862421,0.987822,0.955731,0.914327,0.846705,0.725072,235.68
IVFFlat,ip_n_list_4000_n_probe_40,0.882092,0.991117,0.965903,0.931089,0.872923,0.756447,178.85
IVFFlat,ip_n_list_4000_n_probe_60,0.903138,0.994269,0.976218,0.948567,0.899140,0.795415,120.89
IVFFlat,ip_n_list_4000_n_probe_80,0.917350,0.996562,0.982951,0.958883,0.916905,0.821633,91.82
HNSW,ip_M_16_efConstruction_500_ef_100,0.802378,0.918481,0.883095,0.846562,0.797708,0.685960,9562.75
HNSW,ip_M_16_efConstruction_500_ef_155,0.840415,0.948997,0.917765,0.885387,0.839255,0.729656,6481.10
HNSW,ip_M_16_efConstruction_500_ef_200,0.856605,0.959456,0.932665,0.903582,0.856877,0.746991,4787.84
HNSW,ip_M_16_efConstruction_500_ef_30,0.631605,0.767335,0.718195,0.675215,0.617479,0.505587,22878.61
HNSW,ip_M_16_efConstruction_500_ef_300,0.878797,0.974355,0.951862,0.926074,0.882378,0.774642,2797.25
HNSW,ip_M_16_efConstruction_500_ef_500,0.897937,0.984957,0.967335,0.944556,0.903295,0.801003,1882.91
HNSW,ip_M_16_efConstruction_500_ef_60,0.748782,0.871347,0.831662,0.792693,0.741261,0.628653,14088.53
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_100,0.948868,0.988825,0.981519,0.974499,0.959742,0.919484,8771.71
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_150,0.957235,0.993266,0.988109,0.981805,0.968768,0.930946,5894.31
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_200,0.961347,0.994556,0.990115,0.984527,0.972779,0.938682,4520.47
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_250,0.964885,0.996132,0.992120,0.987822,0.976361,0.943123,3723.63
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_30,0.905014,0.966476,0.950860,0.938682,0.915330,0.852292,15117.30
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_300,0.967364,0.996418,0.993410,0.989398,0.979656,0.948424,3590.91
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_350,0.969341,0.997421,0.994413,0.990544,0.981948,0.952292,3089.59
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_50,0.928997,0.979226,0.967335,0.958309,0.939112,0.888968,12978.09
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_10_tinker_search_range_70,0.939398,0.984814,0.974355,0.966762,0.949427,0.905587,10171.24
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_20_tinker_search_range_100,0.948868,0.988825,0.981519,0.974499,0.959742,0.919484,7330.48
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_20_tinker_search_range_200,0.961347,0.994556,0.990115,0.984527,0.972779,0.938682,4882.69
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_20_tinker_search_range_350,0.969341,0.997421,0.994413,0.990544,0.981948,0.952292,3003.17
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_20_tinker_search_range_50,0.928997,0.979226,0.967335,0.958309,0.939112,0.888968,12289.93
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_40_tinker_search_range_100,0.948868,0.988825,0.981519,0.974499,0.959742,0.919484,7564.23
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_40_tinker_search_range_200,0.961347,0.994556,0.990115,0.984527,0.972779,0.938682,5320.42
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_40_tinker_search_range_350,0.969341,0.997421,0.994413,0.990544,0.981948,0.952292,3121.84
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_40_tinker_search_range_50,0.928997,0.979226,0.967335,0.958309,0.939112,0.888968,10988.07
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_80_tinker_search_range_100,0.948868,0.988825,0.981519,0.974499,0.959742,0.919484,8626.75
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_80_tinker_search_range_200,0.961347,0.994556,0.990115,0.984527,0.972779,0.938682,4624.22
Puck,ip_C_1000_F_1000_N_4_index_type_2_tinker_construction_200_tinker_neighborhood_16_search_coarse_count_80_tinker_search_range_350,0.969341,0.997421,0.994413,0.990544,0.981948,0.952292,2990.01
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_100_reorder_150,0.933109,0.996705,0.986676,0.967479,0.932235,0.858739,2332.06
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_10_reorder_150,0.819885,0.970487,0.920630,0.864470,0.790544,0.678653,8571.73
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_120_reorder_150,0.939513,0.997278,0.989398,0.972493,0.940974,0.870344,2071.70
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_20_reorder_150,0.862407,0.982665,0.949713,0.905158,0.843123,0.739971,5879.25
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_30_reorder_150,0.883166,0.989255,0.962751,0.924499,0.868911,0.773352,4652.73
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_40_reorder_150,0.896189,0.990974,0.969628,0.936819,0.884814,0.793840,4112.58
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_50_reorder_150,0.906232,0.993123,0.974499,0.946132,0.898711,0.810745,3574.15
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_60_reorder_150,0.914312,0.994413,0.978223,0.953295,0.907736,0.825358,3266.35
ScaNN,ip_dim_768_download_false_metric_ip_tree_size_10000_leaves_to_search_80_reorder_150,0.925143,0.995845,0.982665,0.962178,0.921920,0.844986,2761.21
